,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
269,Développeur Fullstack Java Angular,"Contexte:
Vous interviendrez dans une équipe gérant un ensemle d'API en production utilisées par les clients Pro et entreprises finaux, les conseillers en Agpro, Boutiques et ad, les Responsables d’affaires Client Entreprise, les pilotes de déploiement, les partenaires DC2P (, les vendeurs Customer links en boutique).",Orange Business Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-java-angular-at-orange-business-maroc-3193747814?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=t4JKXoA6PhkFooq447TFQw%3D%3D&position=21&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
63,Classic AUTOSAR Software Integration Engineer,"The Classic AUTOSAR Software Integration Engineer position will function as a member of the Software Integration and Testing team in the SWX organization at Stellantis. We are looking for an excellent candidate to take-up this exciting hands-on technical role. The candidate will be working on integrating and build verification of the vehicle’s Autodrive software, involving active safety and assisted driving applications. The software will run on top of adaptive AUTOSAR and other system services.",Stellantis,"Casablanca-Settat, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/classic-autosar-software-integration-engineer-at-stellantis-3767975249?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=BTWcMw10hIyJgvzxu7e%2FCw%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
209,Stage PFE- Développeur Full-Stack - (H/F),"Vos missions au quotidien

Le stagiaire développeur Full-Stack a pour mission principale de participer aux développements logiciels des produits tout en apportant un support technique et d’œuvrer dans l’amélioration continue des processus en cours, dans le but d’améliorer la qualité et la technicité des produits, et d’optimiser les temps de développement tout en assurant la conformité de la conception et du développement des logiciels vis-à-vis des normes et spécifications en vigueur.",Société Générale Maroc,"Casablanca, Casablanca-Settat, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/stage-pfe-d%C3%A9veloppeur-full-stack-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-maroc-3763155049?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=MCmCTzWspjmURjiTcPdxkg%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
105,Data engineer (H/F),,Sofrecom Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/data-engineer-h-f-at-sofrecom-maroc-3772857630?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=eZYK8U36ozvpGzXbZ89TTg%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
108,Ingénieur Devops H/F,"Contexte
Notre client, acteur majeur sur le marché bancaire, accélère sa stratégie de développement et recherche actuellement un Ingénieur Devops.
Votre profil :",Anywr,Casablanca Metropolitan Area,Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-h-f-at-anywr-3765626759?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=JX34Zj0QAyp7LbCNKR4aQQ%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
256,Automotive Software Architect ( UML/SysML),"WORLD LEADING PROVIDER OF ENGINEERING AND R&D SERVICES

Capgemini Engineering is the world leader in engineering and R&D services due to its unique experience and global presence.",Capgemini Engineering,Casablanca Metropolitan Area,Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/automotive-software-architect-uml-sysml-at-capgemini-engineering-3765143172?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=9bzZCUYgHOHTUXs%2BJoHt1g%3D%3D&position=8&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
127,Développeur Java/Angular (F/H),"Description de poste

Dans le cadre du développement de ses activités et l’élargissement de ses périmètres, CGI offre aujourd’hui la possibilité aux Développeurs Java/Angular de réaliser leurs aspirations professionnelles dans la ville ocre (Marrakech)",CGI,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-angular-f-h-at-cgi-3768255074?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=clad4o8u9E5hwaXwN%2FlALA%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
110,Ingénieur Etude et Développement JAVA/J2EE,"En tant qu' Ingénieur Etude et Développement JAVA/J2EE, vous aurez pour missions :
Participer au cadrage et à la conception;
Assurer la bonne implémentation des solutions techniques;
Développer les programmes en respectant les normes de codage et de qualité;",RMA - Royale Marocaine d'Assurance,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-etude-et-d%C3%A9veloppement-java-j2ee-at-rma-royale-marocaine-d-assurance-3767954594?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=QSvluBA5C%2BefOoNJllbvyQ%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
124,Développeur FullStack Java/Angular (F/H),"Description de poste :
Dans le cadre du développement de ses activités et l’élargissement de ses périmètres, CGI offre aujourd’hui la possibilité aux Développeurs Java/Angular de réaliser leurs aspirations professionnelles dans la ville ocre (Marrakech)",CGI,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-java-angular-f-h-at-cgi-3768254268?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=OCJ9w79W0KE0HQb7VLYZ8Q%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
102,Ingénieur DevOps,"Poste :
Votre mission d’ingénieur DevOps pour le compte de l’entité consistera à :
Promouvoir les infrastructures et outils DevOps de la DSI, les bonnes pratiques et les usages associés, et en assurer le suivi de l’implémentation",Orange Business Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-at-orange-business-maroc-3746233777?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=J32mGohbomazqOCuHPREDQ%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
207,Ingénieur Business Intelligence Sénior,"La mission
Vous intégrerez l’une des 3 équipes du département « Expertise & Reporting » en charge de chaînes décisionnelles pour différents projets permettant de valoriser les données des clients.
Nos solutions décisionnelles misent en œuvre dans le département consistent à proposer des tableaux de bord (restitution sous Tableau) et s’appuient sur une base de données GreenPlum (fork de PostgreSQL).",Eviden,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-business-intelligence-s%C3%A9nior-at-eviden-3768262852?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=SUnYWqpoJeBCdA6HQIQUSw%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
49,Frontend Developer,"Position Overview:

We are seeking a skilled and passionate Frontend Developer with expertise in React.js to join our growing team. As a key member of our development team, you will be responsible for designing, implementing, and maintaining the frontend of our web applications. The ideal candidate is not only proficient in React.js but also has a deep understanding of modern frontend development practices and a keen eye for creating visually appealing and responsive user interfaces.",AI Wolves Inc.,"Tangier, Tanger-Tetouan-Al Hoceima, Morocco",No,,,https://ma.linkedin.com/jobs/view/frontend-developer-at-ai-wolves-inc-3791868812?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=AF4NCno%2FQYpLPZsGQG1jbw%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
99,Senior Software Engineer,"Our offices are closed from December 23rd until January 2nd. Please allow us some time at the start of January to review all of the applicants that we receive. Should we want to move forward with an interview, you should expect to hear back from us no later than January 5th.
Who We Are:",Munvo,"Mechouar, Casablanca-Settat, Morocco",No,,,https://ma.linkedin.com/jobs/view/senior-software-engineer-at-munvo-3786735750?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=D55z9OznUUsZDfRbPib5jQ%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
122,Data Engineer GCP (F/H),"Vous avez de l’expérience dans la mise en place des Modern Data Platform sur Google Cloud Platform ?

Vous étiez à l’initiative ou contributeur de projet de mise en place des plateformes de données sur GCP (Datalake,Master Datahub, Cloud Data Warehouse, Advanced Analytics) ?

Vous êtes familiarisé avec les technologies de transformation de données à grande échelle (Apache Beam, Spark, SQL,Python) ?

Vous êtes familiarisé avec les architectures data serverless faisant appel àà une approche container-based (Cloud Run, cloud Function)

Vous avez participé à la réalisation de projets BI moyennant des ETL et des outils de reporting On prem ou cloud ?

Vous avez participé à l’élaboration de la documentation des livrables projets ?

Au sein de VISEO Modern Data Platform, nous recherchons des Data pour continuer à développer nos offres data au sien de notre centre d’excellence au Casablanca

Nous sommes desVISEO a bâti un depuis 5 ans. Nous avons développé un haut niveau d’expertise et de certification sur les différentes solutions data Google. De la gestion de l'infrastructure aux applications personnalisées ""cloud-native"", en passant par la gestion des données et l'intelligence artificielle.











Vous ferez partie de : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d’évoquer facilement vos projets. En parallèle, le dynamisme de l’entreprise et sa croissance perpétuelle multiplieront vos opportunités d’évolution.

Vous bénéficierez d’ par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser.

Vous disposerez de multiples moyens pour et découvrir de nouveaux domaines : formations, certifications, Brown Bag Lunchs, ateliers, meet-ups, rencontre d’experts, séminaires techniques…



VISEO propose des modèles à ses clients permettant de répondre en mode à des sujets de pointes et avec une capacité de . Le construit un élément dans notre dispositif et notre stratégie . Portée par une ambition de construire une factory de 100 collaborateurs sur 2023/24/25, spécialistes de la mise en place des Modern Data Platform dans Gogole Cloud Platform, notre stratégie est de construire un dispositif transverse de managers et d’architectes capables de répondre aux enjeux du marché de la data. Le COE bénéficie du support technique/technologique des équipes « front » des différentes régions qui ont eu à gérer des projets Data d’envergures sur Google.







Our privacy policy has been updated to comply with the new regulations. We invite you to consult it by clicking here: https://www.viseo.com/fr/politique-de-confidentialite. The VISEO Group uses the data collected as part of your application to assess your suitability for the job in question. We use the Jazz HR tool to help us in our recruitment process. This tool complies with current regulations on the protection of personal data. The tool is hosted in the United States and is PrivacyShield certified for HR data. In all cases, we may keep your file for 5 years so that we can contact you again if another position matches your profile. You may, of course, object to this. To find out more about how your data is used and how you can exercise your rights, please consult our privacy policy https://www.viseo.com/fr/politique-de-confidentialite.",VISEO,"Casablanca, Casablanca-Settat, Morocco",Yes,,,https://ma.linkedin.com/jobs/view/data-engineer-gcp-f-h-at-viseo-3739499563?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=%2BMAf9zEGY9WKmy6ka7Geuw%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
145,Salesforce QA Engineer,,Global Payments Inc.,"Meknes, Fès-Meknès, Morocco",Yes,,,https://ma.linkedin.com/jobs/view/salesforce-qa-engineer-at-global-payments-inc-3766868505?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=s%2Br3sei3hnIgQ8VgNNHSvA%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
146,Senior Security Engineer,"Notre client, acteur majeur sur le marché bancaire, accélère sa stratégie de développement et recherche actuellement un(e) ingénieur(e) sécurité confirmé.

Missions Principales :",Anywr,"Casablanca-Settat, Morocco",Yes,,,https://ma.linkedin.com/jobs/view/senior-security-engineer-at-anywr-3786718976?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=4gfCTBxWNKb7sb7WDtC2MQ%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
263,Développeur FullStack Node.js / Vue.js | Devoteam Maroc Nearshore,"Description de l'entreprise

Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. 

Ensemble, nous aidons nos clients à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages.

Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n’ont plus aucun secret pour notre tribu ! 

Nos 10 000+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants.

Leader du Cloud, de la Cybersécurité et de la Data en EMEA, le Groupe Devoteam a réalisé en 2022 un chiffre d’affaires de 1,036 milliard d’euros et se donne pour ambition de le doubler dans les 5 années à venir.

Devoteam Maroc, acteur de référence dans les expertises IT depuis plus de 30 ans  (350+ consultants) accélère sa croissance en développant ses activités d’expertise en nearshore pour répondre aux besoins de nos clients français, européens et moyen orientaux.








Devoteam Creative Tech crée des produits digitaux performants qui comptent pour le business de nos clients et le quotidien des utilisateurs.

Pionniers de l’UX, Devoteam Creative Tech imagine, conçoit et délivre des produits désirables et durables tout en agissant positivement sur la transformation de ses clients.

Son collectif pluridisciplinaire s’appuie sur l’intelligence collective de ses talents : product managers, designers, researchers, développeurs et experts Data portés par la passion de leur métier et l’envie d’aller plus loin.

Au sein des équipes Nearshore de Devoteam Maroc, tu rejoindras la tribe Product Studio : une équipe enthousiaste et experte dans le développement d’applications web et mobile. 

Tu seras le maillon essentiel pour : 



Tu donneras ta pleine mesure par la maîtrise de tes fondamentaux techniques, ta connaissance sur le bout des doigts des frameworks que tu utiliseras et surtout en affirmant ta volonté à comprendre les besoins et le métier du client pour lequel tu travailleras.

Ton terrain de jeu : la distribution, l’énergie, la finance, l’industrie, la santé et les transports avec plein de cas d’usage et de nouveaux défis Produits à relever ensemble notamment le Développement d’applications nativement Cloud.





Et plus sérieusement :",Devoteam,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-node-js-vue-js-devoteam-maroc-nearshore-at-devoteam-3761237265?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=RVwY%2Bf%2FRgrCc0nGqbC4muQ%3D%3D&position=15&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
